Region_CN	Region_EN	T20191231	T20200111	T20200112	T20200113	T20200114	T20200115	T20200116	T20200117	T20200118	T20200119	T20200120	T20200121	T20200122	T20200123	T20200124	T20200125	T20200126	T20200127	T20200128	T20200129	T20200130	T20200131	T20200201	T20200202	T20200203	T20200204	T20200205	T20200206	T20200207	T20200208	T20200209	T20200210	T20200211	T20200212	T20200213	T20200214	T20200215	T20200216	T20200217	T20200218	T20200219	T20200220	T20200221	T20200222	T20200223	T20200224	T20200225	T20200226	T20200227	T20200228	T20200229	T20200301	T20200302	T20200303	T20200304	T20200305	T20200306	T20200307	T20200308	T20200309	T20200310	T20200311	T20200312	T20200313	T20200314	T20200315	T20200316	T20200317	T20200318	T20200319	T20200320	T20200321	T20200322	T20200323	T20200324	T20200325	T20200326	T20200327	T20200328	T20200329	T20200330	T20200331	T20200401	T20200402	T20200403	T20200404	T20200405	T20200406	T20200407	T20200408	T20200409	T20200410	T20200411	T20200412	T20200413	T20200414	T20200415	T20200416	T20200417	T20200418	T20200419	T20200420	T20200421	T20200422	T20200423	T20200424	T20200425	T20200426	T20200427	T20200428	T20200429	T20200430	T20200501	T20200502	T20200503	T20200504	T20200505	T20200506	T20200507	T20200508	T20200509	T20200510
加纳	Ghana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	6	6	6	7	9	16	19	0	24	52	68	132	136	137	152	152	152	195	195	204	205	214	214	287	287	313	378	378	408	566	636	636	641	641	834	834	1042	1042	1154	1154	1279	1279	1550	1550	1671	1671	2074	2074	2074	2169	2169	2719	2719	3091	3091	4012	4263
加蓬	Gabon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	3	3	3	0	5	5	5	5	7	7	7	7	16	18	18	18	21	21	24	30	33	34	44	44	49	57	75	80	87	95	108	109	109	120	156	166	167	172	176	176	211	238	276	276	308	335	335	367	397	439	504	620	661
柬埔寨	Burundi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	3	3	3	3	3	3	3	3	5	5	5	5	5	5	5	6	6	6	11	11	11	11	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
柬埔寨	Cambodia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	5	5	5	7	12	24	35	35	47	47	1	84	84	84	96	98	98	98	103	107	107	107	107	114	114	114	115	117	119	119	119	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122
捷克共和国	Czech Republic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	8	12	18	21	38	40	61	91	96	141	189	253	344	344	572	774	833	6	1165	1289	1497	1654	2062	2422	2697	2878	3002	3330	3604	3869	4194	4475	4591	4828	5033	5335	5589	5735	5905	5991	6059	6151	6303	6437	6553	6657	6787	6914	7041	7136	7188	7273	7352	7408	7486	7504	7581	7689	7740	7755	7781	7841	7899	7979	8034	8078	8095
津巴布韦	Zimbabwe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	3	3	5	7	7	7	8	8	8	9	9	9	9	10	11	11	11	11	14	14	17	18	23	24	24	25	25	25	28	28	29	29	31	31	32	32	40	40	40	40	40	40	40	40	40	40	40
喀麦隆	Cameroon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	2	3	3	5	10	10	13	21	27	0	56	56	66	75	88	94	113	142	193	233	294	306	509	555	658	658	685	730	803	820	820	848	848	848	848	996	1017	1017	1017	1163	1163	1163	1430	1518	1621	1621	1705	1806	1832	1832	2077	2077	2077	2104	2265	2267	2267	2267	2579
卡塔尔	Qatar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	7	7	11	11	11	18	18	24	262	262	338	338	401	439	439	452	452	470	27	494	501	526	537	549	562	590	634	693	781	835	949	1075	1325	1604	1832	2210	2376	2512	2728	2979	3231	3428	3711	4103	4663	5008	5448	6015	6533	7141	7764	8525	9358	10287	11244	11921	12564	13409	14096	14872	15551	16191	17142	17972	18890	20201	21331	22520
开曼群岛	Cayman Islands	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
科科斯群岛	Cocos Islands	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
科摩罗	Comoros	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	3	3	3	3	3	3	3
科索沃	Kosovo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
科特迪瓦	Côte d'Ivoire	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	4	6	6	6	6	14	1	14	14	73	73	96	101	101	165	168	179	190	194	218	245	261	323	349	384	444	444	553	574	626	638	654	688	742	801	847	879	916	952	1004	1077	1111	1150	1183	1183	1238	1275	1333	1362	1398	1432	1464	1516	1571	1602	1667
科威特	Kuwait	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	25	43	45	45	46	56	56	56	58	58	58	58	58	69	69	69	80	100	100	123	130	142	148	159	176	27	189	191	195	208	225	235	255	266	289	317	342	417	479	556	665	743	855	910	993	1154	1234	1300	1355	1405	1524	1658	1751	1915	1995	2080	2248	2399	2614	2892	3075	3288	3440	3740	4024	4377	4619	4983	5278	5804	6289	6567	7208	7623	8688
克利珀顿岛	Clipperton Island	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
克罗地亚	Croatia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	3	7	8	9	9	10	10	12	12	13	13	15	19	31	37	46	46	57	57	102	102	102	5	102	315	315	442	442	586	586	713	867	963	1011	1011	1126	1182	1182	1282	1343	1407	1495	1534	1600	1660	1704	1741	1791	1814	1832	1871	1881	1908	1950	1981	2009	2016	2030	2039	2047	2062	2076	2085	2088	2096	2101	2112	2119	2125	2161	2176	2187
肯尼亚	Kenya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	4	4	4	4	4	0	15	15	28	31	31	38	42	50	59	81	110	122	126	142	158	172	172	184	189	189	197	208	216	225	234	246	262	270	281	296	303	320	336	343	343	363	374	384	396	411	435	465	465	535	582	607	621	649	672
库克群岛	Cook Islands	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
库拉索	Curaçao	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
拉托维亚	Latvia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	6	8	8	10	16	18	30	30	34	49	49	86	111	0	139	139	197	221	244	280	305	347	376	376	446	493	509	533	542	548	577	589	612	612	651	655	657	666	675	682	712	727	739	748	761	778	784	784	812	818	836	849	858	870	871	879	896	896	900	909	928	930	939
莱索托	Lesotho	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
老挝	Laos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	6	6	6	6	8	8	10	10	10	10	11	12	14	15	16	16	16	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
黎巴嫩	Lebanon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	3	3	3	3	3	3	3	15	15	15	28	32	32	52	52	77	93	99	100	100	100	149	163	206	8	256	267	333	368	391	412	438	446	463	479	494	508	520	527	527	548	575	582	609	609	630	632	641	658	663	668	672	673	677	677	682	688	696	696	707	710	717	721	725	729	733	737	740	741	750	784	796	809	845
里海	Caspian Sea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
立陶宛	Lithuania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	6	8	12	17	22	33	33	63	1	160	160	209	255	290	358	382	467	491	533	649	696	771	811	843	880	912	955	999	1026	1053	1062	1070	1091	1128	1149	1239	1298	1326	1350	1370	1398	1410	1426	1438	1449	1449	1449	1449	1449	1449	1449	1449	1449	1449	1449	1449	1449	1479
利比里亚	Liberia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	0	3	3	3	3	3	3	3	3	3	6	6	6	10	13	14	14	14	31	31	31	50	51	59	59	59	76	76	76	91	101	101	101	117	120	120	124	133	141	141	141	152	154	166	166	178	178	189	199	199
利比亚	Libya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	8	8	10	11	17	18	18	19	21	21	24	24	25	25	26	35	48	49	49	49	51	51	59	60	60	61	61	61	61	61	61	61	63	63	63	63	64	64	64	64	64
列支敦士登	Liechtenstein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	51	51	51	51	56	56	56	64	64	64	64	64	64	64	64	64	64	64	64	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	82	82	82	82	82	82	82	82	82	82
留尼汪	Reunion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
卢森堡	Luxembourg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	3	3	5	5	5	7	7	7	59	81	81	203	335	484	670	0	875	875	1099	1333	1453	1605	1831	1988	1988	2178	2319	2487	2612	2729	2804	2843	2970	3034	3115	3223	3270	3281	3292	3307	3373	3444	3480	3537	3550	3558	3618	3654	3665	3695	3711	3723	3729	3741	3769	3784	3802	3812	3824	3828	3840	3851	3859	3871	3877
卢旺达	Rwanda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	7	7	11	11	17	0	17	36	40	41	50	54	60	70	70	75	82	84	89	102	104	105	105	110	113	113	120	126	127	134	136	138	143	144	147	147	150	153	154	176	183	191	207	212	225	243	249	255	259	261	261	268	271	273	280
罗马尼亚	Romania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	3	3	3	4	6	6	9	13	17	17	28	49	70	97	123	123	158	158	158	277	308	25	308	576	762	907	907	1452	1760	1952	2245	2460	2738	3183	3613	3864	4057	4417	4761	5202	5467	5990	6300	6633	6879	7216	7707	8067	8418	8746	8936	9242	9710	10096	10417	10635	11036	11339	11616	11978	12240	12567	12732	13163	13512	13837	14107	14499	14811	15131	15362
马达加斯加	Madagascar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	12	12	19	19	24	28	43	43	46	57	57	59	70	72	72	82	93	93	93	93	106	106	108	108	111	117	120	120	121	121	121	121	122	123	123	124	128	128	128	132	135	149	149	149	158	158	193	193	193
马恩岛	Isle of Man	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
马尔代夫	Maldives	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	6	6	6	9	10	13	13	13	13	13	13	13	0	13	13	13	13	13	13	13	17	18	18	18	18	19	19	19	19	19	19	19	19	20	20	20	21	23	28	34	51	67	83	86	94	116	137	177	226	250	256	396	475	491	519	527	557	574	642	734	766	835
马耳他	Malta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	5	6	6	6	18	18	18	18	38	38	38	0	38	38	38	38	38	134	134	134	156	188	196	202	213	227	241	293	299	337	350	350	378	384	393	399	412	422	426	427	431	443	444	445	447	448	448	450	458	463	465	467	468	477	480	482	484	486	489	490	496
马拉维	Malawi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	5	5	8	8	8	8	12	13	16	16	16	16	17	17	17	18	23	33	33	33	34	36	36	36	36	37	37	39	41	41	43	43	43	56	56
马来西亚	Malaysia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	4	7	8	8	8	8	8	10	12	14	15	16	17	18	18	18	19	19	21	22	22	22	22	22	22	22	22	22	22	22	23	23	23	29	29	36	50	55	83	83	93	117	129	129	158	158	238	428	553	673	790	900	1030	1183	114	1518	1624	1796	2031	2161	2320	2470	2626	2766	2908	3116	3333	3483	3662	3793	3963	4119	4228	4346	4530	4683	4817	4987	5072	5182	5251	5305	5389	5425	5482	5532	5603	5691	5742	5780	5820	5851	5945	6002	6071	6176	6298	6353	6383	6428	6467	6535	6589	6656
马里	Mali	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	18	18	25	28	31	31	39	41	41	47	47	59	59	87	87	116	123	123	148	148	171	258	258	258	258	488	488	488	488	488	488	488	488	488	490	508	544	563	612	612	631	650	668	692
马其顿	Macedonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	3	3	7	7	9	9	13	13	18	18	31	35	67	67	0	114	136	136	136	136	219	219	259	285	329	329	384	483	555	555	599	599	617	663	771	771	854	908	974	974	1117	1170	1207	1224	1231	1259	1300	1326	1367	1386	1399	1421	1421	1465	1494	1506	1511	1518	1526	1539	1572	1586	1622	1642
马绍尔群岛	Marshall Islands	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
马提尼克岛	Martinique	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66
马约特	Mayotte	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
毛里求斯	Mauritius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	14	0	24	36	48	52	94	102	102	102	143	147	161	169	196	227	227	268	273	314	314	314	324	324	324	324	324	324	325	328	328	328	328	329	331	331	331	334	334	334	334	334	334	334	334	334	334	334	334	334	334
毛里塔尼亚	Mauritania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	2	0	2	2	2	3	3	5	5	5	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8
美国	United States	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	3	5	5	5	5	6	6	8	9	11	11	12	12	12	12	12	13	13	14	15	15	15	15	15	15	15	15	34	34	34	53	53	54	60	62	62	77	96	122	160	236	324	445	572	849	1004	1004	1635	2084	2885	3774	4661	6552	10259	14250	19624	171	40961	46450	55041	69197	85840	104839	124763	143836	164785	189800	216768	245573	279500	312249	337971	368533	399979	432554	466396	501701	530203	558526	587752	609696	639733	672246	710272	735366	760570	788920	826184	849092	886709	906551	960896	990021	1012147	1035765	1065739	1099275	1134059	1162383	1191854	1214023	1239848	1263705	1293907	1324352	1349605
美国维尔京群岛	Virgin Islands, U.S.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
美国小离岛	United States Minor Outlying Islands	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
美属萨摩亚	American Samoa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
蒙古	Mongolia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	4	6	6	6	10	0	10	10	10	11	11	12	12	12	12	14	14	14	14	14	15	15	16	16	16	16	16	17	30	30	31	31	31	32	33	34	35	35	36	37	38	38	38	38	38	38	39	39	40	41	41	41	42	42	42
